city,area_sqft,bedrooms,bathrooms,parking,building_age,near_metro,gym,pool,price
Hyderabad,4905,5,3,0,18,1,1,0,44167914
Mumbai,4353,2,2,0,6,0,0,1,80131345
Bangalore,5911,4,2,1,28,1,0,0,56100960
Bangalore,2245,2,3,1,23,0,0,0,21920341
Delhi,3932,3,4,1,18,0,1,1,54843572
Hyderabad,837,6,2,1,9,0,1,1,11095672
Hyderabad,509,3,2,1,18,1,1,0,6564451
Delhi,4644,3,1,1,29,1,1,0,62793044
Mumbai,6106,1,2,1,10,1,0,0,111840540
Hyderabad,5940,3,2,1,2,0,0,0,50649869
Bangalore,1230,2,2,0,29,1,1,0,11895531
Bangalore,5390,6,2,0,10,0,1,0,51492757
Chennai,2148,5,4,1,5,0,1,1,21115204
Hyderabad,4728,3,2,0,5,1,0,1,41474263
Mumbai,4154,2,3,1,14,1,0,1,78073908
Delhi,2630,1,4,0,2,1,0,1,36855002
Delhi,6700,1,2,0,21,0,1,0,88160185
Mumbai,4971,5,3,1,24,1,1,0,93278130
Pune,2896,5,3,0,10,0,0,1,31649581
Chennai,4866,2,4,0,7,0,1,1,40058881
Delhi,2006,5,4,0,26,1,1,1,30473143
Hyderabad,2658,5,3,1,28,0,0,1,25384920
Chennai,3416,1,4,0,28,1,1,1,27813718
Hyderabad,4671,2,4,0,22,0,0,0,39572032
Bangalore,3729,6,1,1,22,0,1,0,36073448
Chennai,4103,5,4,0,7,0,1,1,35081212
Delhi,6552,2,1,0,22,1,1,1,86547678
Chennai,2166,3,4,0,28,0,0,1,18172920
Chennai,4924,1,4,0,15,0,0,1,38176188
Chennai,6765,6,3,1,2,0,1,1,55946795
Pune,4636,1,1,1,7,1,1,1,46746386
Chennai,5786,1,4,1,7,0,0,1,45856560
Hyderabad,3469,4,2,0,12,0,1,1,30873402
Bangalore,3189,2,4,1,0,1,1,0,31998320
Mumbai,2826,3,3,0,9,0,0,1,53724082
Chennai,3310,5,3,0,4,1,1,1,29551669
Delhi,3016,3,3,1,29,1,1,1,42458893
Chennai,3971,2,1,1,4,1,1,0,32976625
Delhi,6652,1,1,1,16,0,1,1,87531616
Hyderabad,512,4,1,0,21,0,0,0,5975719
Delhi,5519,2,2,0,13,0,0,1,72757282
Mumbai,3470,6,1,0,5,0,0,0,64990896
Bangalore,6438,6,3,0,13,0,1,0,61730632
Delhi,5828,2,1,1,11,0,0,1,77376787
Delhi,4121,5,1,1,19,1,1,1,57209060
Bangalore,4183,3,4,0,21,1,1,1,41238075
Mumbai,3973,3,1,0,29,1,1,0,73420417
Chennai,5810,5,4,1,21,0,0,0,47068838
Delhi,3622,4,1,1,0,1,1,1,50875675
Bangalore,3964,1,4,0,4,1,1,0,38401256
Hyderabad,1152,1,3,1,17,0,1,1,11809448
Bangalore,6299,6,1,0,13,0,0,0,59884501
Hyderabad,1120,4,3,0,6,1,1,1,13418184
Mumbai,4290,5,1,0,28,1,0,1,79869328
Chennai,6558,2,2,0,24,0,0,0,49376991
Bangalore,2145,3,2,1,14,1,1,0,22257092
Pune,2743,2,3,1,8,1,1,0,28590919
Delhi,5012,3,3,0,29,0,0,0,66464172
Mumbai,5259,2,2,0,14,1,0,0,96947840
Bangalore,3991,5,2,0,26,0,0,1,37949654
Delhi,6374,5,4,0,15,0,0,1,86656461
Bangalore,4211,4,1,0,8,1,1,0,41469640
Hyderabad,4188,2,2,1,26,1,1,0,36787538
Bangalore,1879,2,3,0,6,0,0,0,19107457
Pune,4743,4,3,1,6,0,0,1,48379174
Bangalore,2545,4,2,0,16,1,0,1,25744715
Bangalore,3548,5,3,0,10,0,1,1,36409135
Pune,1888,5,1,0,26,1,0,1,20803052
Mumbai,6321,6,4,0,5,1,0,1,118673841
Bangalore,901,2,1,1,13,0,0,1,9553218
Pune,3153,5,4,1,14,1,0,1,34384342
Delhi,6111,5,4,1,20,1,0,0,83816688
Hyderabad,6627,2,2,0,7,0,0,1,55536961
Hyderabad,4824,4,3,1,23,1,0,1,43107176
Bangalore,6194,2,4,0,26,0,0,1,57582185
Mumbai,4423,1,2,0,3,0,1,1,81539430
Mumbai,767,2,3,1,0,1,1,0,17440097
Delhi,6024,1,3,0,5,0,1,0,79508146
Bangalore,6412,2,4,0,25,0,0,0,58732925
Hyderabad,5630,1,3,1,0,1,1,0,48605048
Mumbai,5939,1,1,1,20,1,0,1,108199635
Bangalore,4721,2,3,0,4,1,1,0,45716528
Mumbai,6949,6,1,1,18,1,0,1,129041105
Pune,2225,5,3,1,4,0,1,0,25207556
Mumbai,1612,3,4,1,21,0,1,0,31209511
Hyderabad,3175,5,4,0,4,0,0,0,29562125
Chennai,5971,1,2,0,16,1,1,1,46591864
Delhi,5284,2,1,1,27,0,1,0,68886832
Delhi,1780,2,1,0,11,1,1,0,24656106
Hyderabad,1732,2,4,0,6,1,1,0,17436595
Mumbai,4876,2,4,1,14,1,0,1,91338949
Bangalore,5038,6,4,1,18,0,0,1,50257434
Mumbai,2363,3,1,1,22,0,0,1,43722121
Hyderabad,5432,4,2,0,20,1,0,1,47051401
Delhi,4984,1,1,0,12,1,0,1,66458710
Mumbai,1116,3,4,0,11,1,1,0,23230916
Delhi,646,5,2,0,18,1,0,1,11748567
Bangalore,5116,4,3,1,12,0,0,0,48303512
Delhi,5225,4,3,1,26,0,0,1,69748855
Delhi,4177,2,4,1,5,1,0,0,58241436
Chennai,6787,3,2,1,0,0,0,1,54406802
Chennai,788,5,4,1,5,1,0,0,10071113
Pune,1909,2,1,0,12,1,1,1,20718010
Chennai,513,2,1,1,12,1,1,1,6843954
Delhi,756,6,2,0,12,1,0,1,14758442
Hyderabad,2221,1,4,0,19,0,0,0,19622994
Delhi,1923,4,4,1,3,1,0,1,29654430
Hyderabad,5826,5,3,0,4,0,1,0,51889664
Hyderabad,5453,4,2,0,12,1,0,0,47754655
Chennai,3490,3,4,1,8,1,1,1,30666554
Mumbai,1695,1,1,0,16,0,1,0,31449070
Bangalore,5059,2,4,1,2,0,0,1,48806820
Chennai,4865,1,4,1,26,0,1,0,37688346
Chennai,1744,2,1,0,19,1,1,1,15554707
Mumbai,3723,1,1,0,17,1,0,0,67215314
Bangalore,5802,2,4,1,24,0,1,0,54471766
Delhi,3970,4,1,0,26,0,1,1,53965001
Pune,4667,4,3,1,14,1,0,1,49028961
Pune,4469,4,3,1,22,1,0,0,46069489
Delhi,1806,4,3,1,0,0,1,0,27747231
Chennai,2621,1,1,1,8,0,0,1,20803672
Bangalore,2902,2,1,1,5,1,0,0,28767536
Chennai,6346,4,1,1,17,1,0,0,50374855
Hyderabad,996,1,2,0,0,1,0,0,10547282
Chennai,3899,2,1,1,21,1,1,0,31446455
Chennai,5583,1,3,0,6,1,0,0,44507126
Delhi,4106,6,3,0,9,0,0,1,57896012
Delhi,1409,4,3,0,5,1,0,0,22333678
Delhi,872,3,2,1,6,0,0,1,14330071
Pune,4957,1,4,1,5,1,1,0,50233956
Hyderabad,6736,4,3,0,7,1,1,1,59397025
Delhi,1844,5,2,1,1,1,1,1,28766137
Bangalore,823,2,4,0,8,1,1,1,11349191
Pune,2931,6,2,1,24,0,1,0,30819309
Mumbai,5170,4,2,1,26,1,0,0,96074719
Bangalore,5331,5,4,1,8,1,1,1,53035464
Bangalore,3284,1,1,0,6,1,0,0,30644688
Delhi,2893,1,1,0,8,0,1,1,39382350
Mumbai,4420,5,3,0,16,1,0,1,83923525
Mumbai,1715,6,4,1,2,1,1,0,36873385
Pune,2195,5,3,1,15,0,0,0,23341281
Mumbai,2407,2,2,0,15,1,1,0,45376664
Hyderabad,5314,1,1,0,1,0,0,0,44418843
Delhi,1280,5,3,0,10,0,1,1,20842272
Mumbai,1519,3,3,1,15,1,0,1,31037449
Pune,3765,3,1,0,14,1,1,0,38785685
Hyderabad,1903,5,2,1,0,0,0,1,20229415
Chennai,1926,2,3,1,20,1,0,0,16623950
Chennai,1163,1,3,0,16,1,1,1,11314368
Hyderabad,6368,3,4,1,2,0,0,0,55680990
Pune,3147,5,4,1,21,0,1,0,33433747
Hyderabad,510,5,1,1,21,1,0,1,7728851
Delhi,6830,4,1,1,18,1,0,0,90812016
Delhi,1538,5,2,0,19,1,1,1,23499978
Chennai,3325,2,2,1,6,1,0,1,27668125
Mumbai,3503,3,3,0,21,0,0,1,65724495
Pune,5180,4,4,1,28,1,0,0,51712066
Chennai,1575,3,2,0,10,1,1,1,15258418
Mumbai,3588,3,3,1,29,1,1,1,67961179
Mumbai,5970,2,3,0,29,0,0,0,108029669
Delhi,6047,5,1,1,17,0,1,0,81684257
Bangalore,6450,2,4,0,24,1,1,0,59810690
Bangalore,2289,5,3,0,13,0,1,1,24542241
Hyderabad,3536,4,1,0,15,0,0,1,30629148
Delhi,5338,2,3,1,5,1,1,1,73281599
Mumbai,6372,2,4,1,1,0,0,0,117282179
Pune,4153,6,3,0,22,0,1,0,43110524
Bangalore,3675,1,3,1,10,1,0,1,36278537
Mumbai,4799,2,2,0,10,0,0,0,87791443
Bangalore,1576,6,2,0,25,0,0,1,17485250
Bangalore,1473,1,1,1,9,1,0,0,14928651
Bangalore,5994,5,3,1,3,1,1,0,58723854
Pune,2365,5,1,1,16,0,1,0,24967166
Delhi,3625,5,4,1,9,1,1,0,51455952
Pune,1799,6,1,1,8,1,1,1,21427179
Chennai,3906,6,3,1,29,0,1,1,33358187
Mumbai,5650,1,2,0,12,0,0,1,103171003
Delhi,1658,5,2,0,10,1,0,1,26054280
Delhi,3629,3,1,0,9,1,1,1,50749455
Delhi,604,2,2,1,23,1,1,0,10338919
Delhi,4067,6,3,0,4,0,1,0,57019517
Pune,4848,6,3,1,2,0,0,0,50294405
Delhi,4890,6,4,1,3,0,0,0,67573134
Hyderabad,1681,1,2,1,2,1,0,1,16687565
Mumbai,5144,5,2,0,9,0,1,1,95918264
Delhi,3638,3,4,0,23,0,0,0,49009028
Mumbai,6373,2,1,1,12,1,1,1,117993072
Hyderabad,4894,2,4,0,4,0,1,1,43692761
Hyderabad,4034,5,2,1,12,1,0,1,37553928
Mumbai,6344,3,1,1,26,1,1,0,115999217
Bangalore,6439,1,3,0,23,1,1,1,59539578
Chennai,4696,6,3,1,0,1,0,0,40573694
Bangalore,3627,6,4,1,24,1,0,1,37174031
Bangalore,6975,5,3,1,10,0,1,0,65914522
Pune,2274,2,2,1,25,1,1,0,23251444
Bangalore,4314,6,4,0,2,1,1,0,44862935
Delhi,5469,2,2,0,16,1,1,0,73375867
Pune,591,2,2,1,18,1,1,0,8530217
Pune,946,5,1,1,12,0,1,1,12750315
Hyderabad,608,4,1,1,15,0,1,0,6916970
Bangalore,4912,4,1,0,17,0,1,1,46014564
Hyderabad,3739,4,3,0,22,0,1,1,33021537
Mumbai,6431,3,1,0,25,1,0,0,116740206
Chennai,4553,5,2,0,19,1,1,1,37894180
Pune,6539,2,4,0,22,1,0,1,64770001
Mumbai,6054,6,4,1,18,0,1,1,113072529
Mumbai,5037,3,2,0,29,1,0,0,92253912
Delhi,6861,4,3,0,5,0,0,1,93079804
Chennai,1745,1,4,1,22,1,1,1,16190658
Mumbai,3220,3,2,0,6,1,0,0,61231004
Mumbai,6147,3,2,1,14,0,0,0,111809837
Chennai,777,5,2,1,29,1,0,1,8848967
Chennai,3556,6,4,0,4,1,0,1,31629665
Mumbai,5164,3,4,0,15,1,1,1,96379133
Chennai,5605,6,1,0,5,1,0,1,45980591
Mumbai,3422,5,1,0,2,1,1,1,66575104
Mumbai,3013,1,2,1,11,0,0,0,54526844
Delhi,1338,2,2,1,3,1,0,0,20649228
Bangalore,3301,2,2,0,26,1,1,1,31742738
Mumbai,6203,4,2,1,21,0,0,1,114499250
Hyderabad,529,4,4,1,2,1,1,1,9529269
Pune,6538,1,1,1,15,1,1,1,64536429
Bangalore,6729,2,3,0,15,1,1,0,63200873
Bangalore,1757,4,2,1,22,1,0,0,18558510
Bangalore,6956,6,1,1,18,1,0,1,66173266
Delhi,864,3,2,1,14,1,1,1,14542016
Mumbai,2300,5,4,0,8,0,1,0,44563710
Delhi,6418,4,3,1,19,0,0,0,85145439
Mumbai,6458,1,1,1,1,1,0,0,118844907
Delhi,1404,2,1,1,5,1,1,1,21238025
Delhi,5293,1,3,1,13,1,0,1,71401547
Pune,2678,5,4,1,8,1,1,1,30927076
Hyderabad,3350,5,3,1,28,1,0,0,30629914
Delhi,3336,1,1,1,9,0,1,1,44789263
Pune,6451,4,3,0,25,1,0,0,63327750
Chennai,4946,4,4,0,17,0,0,0,40061862
Hyderabad,679,2,4,0,14,1,0,1,8541993
Delhi,4373,6,2,0,3,0,0,0,60110086
Bangalore,6099,2,3,0,4,0,1,0,56698457
Chennai,4460,3,3,0,24,0,0,1,35681292
Chennai,1686,6,1,1,22,0,1,1,15799715
Pune,6402,3,4,0,20,1,1,0,63933992
Chennai,4459,2,3,0,5,1,1,1,37344447
Hyderabad,1273,6,1,0,24,1,0,0,13622372
Delhi,5105,6,2,0,14,1,1,0,70938266
Delhi,4960,3,3,1,19,1,1,1,67935584
Bangalore,852,1,3,1,29,0,1,0,8500963
Pune,5702,4,1,1,28,1,1,0,56425617
Bangalore,5844,6,1,1,1,0,1,0,56502718
Chennai,5007,6,4,0,15,1,0,0,42035214
Bangalore,5330,3,4,1,4,0,0,1,50865439
Hyderabad,3528,6,4,0,29,1,0,0,33146929
Delhi,617,3,3,1,22,0,0,1,9551779
Chennai,981,1,1,0,27,0,0,0,7114937
Bangalore,4787,6,4,0,3,1,0,1,48957850
Pune,3137,5,3,1,27,0,1,1,33410887
Hyderabad,606,2,4,1,0,0,1,0,7443484
Hyderabad,4977,1,2,1,7,1,1,0,42930506
Bangalore,5378,5,3,1,20,0,0,1,51475853
Delhi,743,1,4,1,9,0,1,0,11382982
Bangalore,3132,4,4,1,14,1,1,0,32632549
Chennai,5063,1,2,1,1,0,0,1,39262419
Bangalore,1365,1,2,0,18,0,0,0,12762954
Hyderabad,3481,4,4,1,11,0,0,1,31555794
Bangalore,2061,6,4,0,29,0,0,1,22459501
Delhi,5829,2,1,0,9,1,0,0,77238291
Pune,1103,5,4,1,11,1,1,0,15544639
Mumbai,6256,3,4,0,25,1,1,0,115558237
Bangalore,3562,2,1,1,20,1,0,1,34423837
Delhi,4518,1,1,0,26,1,0,0,59430122
Delhi,5692,3,4,1,19,1,0,1,77121879
Pune,2515,4,1,1,24,0,0,0,25942088
Hyderabad,2158,2,3,1,8,0,0,1,19533184
Delhi,3880,6,2,1,7,0,1,0,54432965
Delhi,4267,5,3,1,1,1,1,0,59865019
Delhi,4270,2,2,0,20,1,0,1,57259511
Delhi,6329,2,2,1,29,0,0,0,83298719
Chennai,2113,6,4,1,23,0,0,1,20247382
Chennai,5455,3,2,0,23,1,0,0,43174448
Hyderabad,2379,4,3,1,6,0,1,0,23485107
Bangalore,5872,6,4,0,3,1,0,0,57582607
Delhi,4608,4,1,1,18,0,0,1,61896383
Pune,2846,6,3,0,7,1,0,0,32294468
Bangalore,1599,2,4,1,23,0,1,0,16478597
Pune,1574,4,2,1,12,1,1,0,17948080
Bangalore,1286,3,3,0,25,0,0,0,13573610
Hyderabad,648,3,2,0,20,1,0,1,7586872
Delhi,2254,5,4,0,2,0,1,0,33110426
Delhi,2669,4,4,0,4,0,0,1,38295549
Mumbai,5899,5,1,0,19,0,1,0,108572646
Pune,4256,6,1,1,7,1,0,1,45609979
Bangalore,1679,1,3,1,1,0,1,1,17942705
Bangalore,3809,3,1,0,26,0,1,0,34761840
Chennai,2923,2,2,0,23,1,0,1,23908809
Mumbai,4677,3,2,0,9,0,0,0,86181009
Chennai,5087,1,1,1,21,0,1,0,38866067
Chennai,6999,2,1,1,15,0,0,1,53947974
Chennai,6621,4,1,0,3,0,0,1,51984750
Pune,1424,4,3,1,26,0,0,1,15479771
Pune,5892,3,3,0,29,0,0,0,56471178
Hyderabad,2103,2,2,1,13,0,1,1,19449740
Hyderabad,3552,6,3,0,29,1,1,1,33235122
Chennai,6192,2,3,0,2,0,1,0,49059132
Mumbai,4718,5,4,1,9,1,0,0,89372863
Bangalore,5303,1,2,1,12,0,0,1,49126780
Pune,2877,4,2,0,4,1,0,0,31305803
Mumbai,3980,3,1,0,21,1,0,1,74307411
Delhi,5586,2,4,1,16,0,1,0,75447806
Pune,6966,4,1,0,16,1,0,1,69010209
Pune,3682,3,3,0,10,0,1,1,37180631
Hyderabad,3317,4,2,0,25,1,0,1,30097258
Bangalore,6636,3,3,0,18,1,1,1,63596351
Bangalore,3660,4,3,0,17,1,0,1,36869717
Delhi,5305,6,4,0,27,1,1,0,73607224
Delhi,5389,5,4,1,16,0,0,1,74084900
Pune,1211,1,2,1,10,0,1,1,12981124
Chennai,3086,4,2,0,14,1,0,1,27042902
Hyderabad,3148,1,4,0,7,1,0,1,28204326
Hyderabad,2217,4,4,1,11,0,0,0,21564637
Pune,4852,2,4,0,28,1,0,1,48701313
Mumbai,5808,5,4,1,16,1,1,1,110108627
Chennai,1370,6,2,1,25,0,1,0,13939322
Pune,4074,5,2,0,29,1,1,0,41569106
Chennai,6327,1,3,0,23,1,0,1,49315133
Chennai,5404,2,3,0,4,1,0,1,44241614
Chennai,770,3,3,1,28,0,0,0,7360111
Pune,2043,5,2,1,3,1,0,1,24257471
Hyderabad,1049,6,1,0,23,1,1,1,12968584
Hyderabad,5733,2,3,0,23,0,1,1,48138706
Chennai,5163,2,1,0,10,0,1,0,39479097
Mumbai,4514,1,1,1,29,0,1,0,81748424
Bangalore,4954,6,1,0,7,0,1,1,48099965
Pune,6269,2,4,1,15,0,0,0,61370993
Bangalore,6233,2,2,0,15,1,1,0,58507809
Mumbai,5953,3,2,0,2,1,1,0,110696237
Pune,2212,1,3,1,11,1,1,1,23912499
Chennai,3740,1,3,1,23,1,1,0,29687033
Hyderabad,1862,6,2,1,12,1,0,0,19436722
Bangalore,5393,2,4,1,0,0,0,0,50741182
Delhi,1784,3,2,1,28,0,0,1,24271462
Delhi,1386,4,1,1,3,0,1,0,20742235
Mumbai,6354,5,2,0,20,0,1,1,117178413
Chennai,5818,1,4,1,5,1,1,0,46696040
Bangalore,2758,3,2,0,4,0,0,1,26886373
Chennai,4882,6,2,0,4,1,0,0,40612381
Bangalore,6311,3,2,0,20,1,0,0,59098730
Mumbai,2285,2,1,1,24,0,1,1,41719364
Mumbai,5338,5,3,1,9,1,0,1,101119288
Delhi,4043,1,4,0,25,0,0,0,53397855
Chennai,6101,4,1,0,18,0,0,1,47857921
Pune,6636,2,2,0,17,0,1,0,63566548
Delhi,5642,1,2,1,25,0,1,1,74060169
Chennai,795,6,3,0,1,0,0,0,10337144
Delhi,2553,1,3,1,15,1,0,1,36115558
Pune,3097,3,3,0,14,1,0,0,31747531
Hyderabad,1180,5,1,1,23,1,0,0,12725059
Hyderabad,6487,4,4,1,4,0,1,1,57521193
Hyderabad,5390,5,3,0,20,1,1,1,48104422
Hyderabad,4798,3,2,1,21,1,0,0,41537911
Bangalore,824,4,4,0,8,1,0,0,11023530
Hyderabad,2791,4,2,0,22,0,0,0,24624079
Pune,4922,2,2,0,4,0,0,1,49253917
Mumbai,1486,4,4,0,4,1,0,0,30431699
Mumbai,3618,1,1,0,25,1,1,1,65864517
Bangalore,1260,5,4,1,8,1,1,1,16895318
Hyderabad,4193,6,3,0,8,1,1,1,39169501
Hyderabad,1536,6,4,1,1,0,0,1,17447347
Hyderabad,1406,5,3,0,6,1,0,1,16228768
Delhi,5999,2,3,0,25,1,1,1,80700929
Chennai,864,4,4,1,0,1,0,1,11865965
Delhi,3913,3,4,0,19,0,1,1,53481349
Chennai,5840,1,3,0,1,0,0,0,45393201
Hyderabad,6716,2,2,1,25,1,1,0,56880358
Hyderabad,6244,4,4,1,24,0,1,1,55038587
Delhi,1569,6,1,0,11,0,0,0,23671402
Delhi,4869,3,3,0,5,0,0,1,65587735
Chennai,2755,4,2,0,19,1,0,1,23459468
Mumbai,6548,2,4,0,18,0,1,1,119908669
Chennai,6480,3,4,0,15,1,1,1,53070638
Delhi,4186,3,2,0,3,0,0,1,56718946
Pune,4719,3,1,0,17,0,1,1,46107061
Delhi,3581,3,3,0,4,1,1,1,50791018
Pune,5948,4,4,0,24,1,1,1,60836488
Bangalore,3758,3,1,1,21,0,0,1,36024860
Delhi,6287,4,3,1,17,0,1,0,84834943
Bangalore,2607,3,1,0,5,1,0,0,26039851
Mumbai,3433,3,3,1,24,0,0,0,62903172
Chennai,3329,2,3,1,13,1,1,0,27182695
Pune,941,4,1,0,19,1,1,1,11514218
Chennai,5836,6,3,1,16,1,0,1,48632618
Bangalore,5506,4,4,1,17,0,1,1,52969451
Pune,5621,5,4,1,20,0,1,0,56627257
Chennai,2059,6,1,1,9,1,0,0,19016869
Delhi,2241,2,1,1,22,0,0,0,29895036
Hyderabad,6330,4,3,0,23,1,1,0,55025866
Bangalore,1125,2,3,0,18,0,1,0,11901096
Chennai,4363,6,1,1,24,0,0,1,36122774
Bangalore,2190,2,2,1,17,0,1,1,21125465
Bangalore,5593,2,1,1,3,0,0,1,52827744
Pune,3281,1,2,0,19,1,0,0,32022022
Pune,590,4,2,1,14,0,0,1,8965733
Hyderabad,6810,2,1,0,5,1,0,0,57954179
Delhi,3506,1,1,1,25,0,0,1,45449592
Bangalore,4802,1,1,1,5,1,1,0,44909199
Chennai,1588,3,2,0,2,0,1,1,15296003
Mumbai,6507,3,4,0,8,1,0,0,121108104
Bangalore,5111,6,4,0,10,0,0,1,50890489
Bangalore,1680,4,1,1,4,1,0,0,17959960
Hyderabad,6388,3,1,1,13,0,0,1,54976990
Delhi,6949,6,3,0,1,0,0,1,94178364
Mumbai,2401,4,3,1,21,0,0,1,46628730
Pune,6601,6,3,0,18,1,1,0,66948175
Pune,4990,1,1,0,7,1,0,0,48541173
Chennai,5693,1,4,1,12,0,0,1,44719452
Mumbai,686,4,4,1,18,1,1,1,17505685
Pune,2097,6,1,1,4,0,1,1,23987198
Chennai,3908,6,1,1,14,0,0,0,32101646
Delhi,4247,3,2,1,3,0,0,0,56949813
Chennai,6187,3,2,1,3,1,0,1,50255013
Pune,3170,4,4,1,17,1,0,1,34590651
Hyderabad,5325,5,3,0,23,0,0,0,45756800
Hyderabad,739,3,4,0,18,1,0,0,9452803
Hyderabad,3080,2,2,1,19,1,1,0,27215846
Pune,4736,3,4,0,21,0,0,1,47226209
Hyderabad,638,5,2,0,8,0,0,0,7389408
Mumbai,3006,6,2,0,14,1,1,0,57828284
Delhi,4665,1,3,0,29,0,0,1,60676691
Chennai,4980,1,3,1,11,0,1,0,38486057
Chennai,5225,6,2,0,3,1,1,0,44625211
Pune,2745,1,1,0,2,1,1,1,28738889
Hyderabad,4800,3,3,1,4,1,0,0,42234084
Hyderabad,2249,1,2,0,24,0,1,1,18853527
Bangalore,1067,5,1,0,16,0,1,1,13166223
Delhi,5577,5,1,1,4,1,0,1,77445372
Mumbai,5400,3,4,0,26,1,1,1,100141316
Chennai,6306,6,4,1,3,0,1,0,51717094
Bangalore,1381,2,3,1,20,1,1,1,15971679
Bangalore,6631,3,1,1,6,1,0,0,62722304
Pune,5569,1,3,0,6,0,1,0,54936546
Chennai,1139,3,2,0,6,0,1,0,10887323
Pune,6050,5,3,1,16,1,0,0,61815078
Mumbai,4461,3,1,1,24,1,1,1,82431966
Bangalore,4920,3,4,1,14,0,0,0,46190082
Bangalore,5037,2,3,0,6,0,1,0,47638894
Delhi,5399,5,4,0,14,0,0,0,73947255
Mumbai,2835,4,3,1,19,0,0,1,53586913
Bangalore,4821,4,2,0,3,1,1,0,47138291
Mumbai,5683,5,1,0,1,0,1,0,105546629
Chennai,5562,4,3,1,21,0,0,0,44015573
Hyderabad,3485,1,2,0,12,1,1,0,30477144
Bangalore,1059,4,2,0,11,1,0,1,13111341
Delhi,1213,1,2,1,9,1,1,1,18155857
Chennai,5093,5,4,0,18,0,1,1,41385627
Mumbai,4488,4,4,0,14,1,0,1,85281558
Pune,6703,4,2,0,16,0,1,1,66021869
Chennai,756,6,2,1,20,0,1,0,8924080
Bangalore,1076,1,3,0,5,1,1,1,13100040
Mumbai,6882,1,3,0,26,0,1,1,124641596
Hyderabad,537,3,1,0,4,1,0,0,7060857
Chennai,2572,2,3,0,20,1,0,1,21427058
Bangalore,5005,4,1,0,27,0,0,0,46099512
Delhi,960,6,1,1,25,0,0,1,15031873
Pune,1940,2,1,0,12,0,1,0,20112613
Mumbai,4978,6,4,1,29,1,0,0,93592163
Chennai,2332,2,3,0,26,1,0,1,19240573
Chennai,5164,4,2,1,13,1,0,0,42376769
Hyderabad,5667,6,1,1,28,0,1,1,49291788
Hyderabad,3899,1,2,0,23,1,1,1,33438359
Delhi,932,3,1,1,13,1,0,1,14819500
Pune,4651,6,3,0,29,1,1,1,47840015
Delhi,6911,5,1,1,14,0,1,0,91952150
Bangalore,6712,4,3,0,15,0,0,0,63247118
Bangalore,2251,4,2,0,9,0,0,0,22757706
Delhi,2547,5,3,0,0,1,0,0,37656042
Pune,5497,2,2,0,23,1,1,0,53598214
Delhi,6220,3,3,1,28,0,0,1,83245677
Pune,3340,2,1,0,10,0,1,0,32776961
Pune,756,5,1,0,6,1,1,0,10693813
Mumbai,1171,5,3,0,16,1,0,0,24864181
Pune,989,3,2,1,29,1,1,0,11970689
Hyderabad,4214,5,2,0,24,0,1,0,37023542
Pune,2596,5,2,1,27,0,0,1,27853658
Pune,2182,6,3,1,3,0,1,0,24901546
Pune,4911,3,3,0,28,0,1,1,48822392
Bangalore,2960,4,3,1,6,1,1,1,30800541
Hyderabad,5029,2,3,0,2,1,1,0,44524147
Hyderabad,5621,4,2,1,23,1,1,1,50192912
Delhi,4412,4,2,0,19,0,1,0,59632989
Mumbai,2475,6,4,0,13,0,0,0,48964621
Pune,3716,2,3,0,17,1,0,0,36833118
Chennai,6575,4,4,1,17,0,0,0,51507826
Mumbai,1889,3,3,1,23,0,0,0,36078232
Mumbai,5015,2,4,1,29,1,1,0,93001942
Hyderabad,6192,1,2,1,23,0,0,1,50900488
Mumbai,4356,6,2,0,0,0,0,0,82457862
Pune,2084,4,4,0,5,1,0,1,25010573
Pune,5439,5,1,1,8,1,0,1,55506624
Bangalore,6063,2,3,1,24,1,0,0,56453710
Pune,3463,1,4,1,1,0,0,1,35996822
Pune,5029,5,4,1,7,1,0,1,53483449
Hyderabad,6174,1,1,0,23,1,0,1,51400390
Pune,6700,4,2,0,19,0,0,1,66233095
Bangalore,5559,5,4,0,29,0,0,0,52671188
Chennai,1476,4,2,1,3,1,0,0,15398235
Hyderabad,3864,5,3,1,20,1,1,1,36651280
Chennai,545,2,1,1,26,0,0,0,3809136
Hyderabad,1693,3,2,1,9,0,1,0,16479249
Delhi,3842,3,4,0,22,0,0,1,52002975
Mumbai,5012,1,1,0,0,1,0,1,92506824
Delhi,5443,6,1,1,10,0,1,0,73845338
Pune,6782,5,1,0,8,1,1,0,68821019
Chennai,746,4,1,0,18,1,1,1,9409777
Pune,3719,6,1,0,10,1,1,0,38981110
Mumbai,4825,2,3,0,3,0,1,1,89176703
Hyderabad,1291,2,3,1,22,0,1,0,11879703
Mumbai,1136,2,1,0,4,1,1,1,23012831
Bangalore,4275,3,4,0,20,1,0,1,41473788
Mumbai,2921,4,4,0,16,0,1,1,56391069
Bangalore,5333,2,3,0,17,1,1,0,50894539
Mumbai,1588,2,2,1,4,0,1,0,30115257
Bangalore,4683,1,1,0,17,1,1,1,43902943
Chennai,3659,5,4,0,16,0,0,1,31604814
Pune,1212,5,3,1,25,1,1,0,15465928
Pune,6345,5,3,1,2,1,1,0,64721062
Delhi,5823,6,2,1,10,1,1,1,81178928
Pune,6532,1,2,1,16,0,1,0,63734090
Hyderabad,6001,3,4,1,25,0,1,1,51266924
Mumbai,5196,6,2,1,7,0,0,1,97099099
